Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2026.02.28 23:50:00,117726.58,117728.71,117709.26,117725.07,600,63,0
2026.02.28 23:40:00,117708.58,117726.55,117708.58,117726.55,600,63,0
2026.02.28 23:30:00,117690.58,117708.55,117690.58,117708.55,600,63,0
2026.02.28 23:20:00,117723.99,117735.48,117689.68,117690.55,600,63,0
2026.02.28 23:10:00,117761.29,117772.87,117723.18,117723.96,600,63,0
2026.02.28 23:00:00,117758.29,117775.30,117758.29,117761.26,600,63,0
2026.02.28 22:50:00,117766.33,117769.93,117744.01,117758.26,574,63,0
2026.02.28 22:40:00,117765.02,117771.71,117755.05,117766.30,600,63,0
2026.02.28 22:30:00,117791.86,117809.38,117764.57,117764.99,600,63,0
2026.02.28 22:20:00,117773.86,117791.83,117773.86,117791.83,600,63,0
2026.02.28 22:10:00,117771.01,117782.62,117767.50,117773.83,600,63,0
2026.02.28 22:00:00,117817.64,117818.48,117754.63,117770.98,600,63,0
2026.02.28 21:50:00,117799.64,117817.61,117799.64,117817.61,600,63,0
2026.02.28 21:40:00,117810.61,117811.66,117782.72,117799.61,600,63,0
2026.02.28 21:30:00,117823.74,117835.65,117804.52,117810.58,601,63,0
2026.02.28 21:20:00,117842.16,117847.89,117815.43,117823.71,600,63,0
2026.02.28 21:10:00,117824.16,117842.13,117824.16,117842.13,600,63,0
2026.02.28 21:00:00,117806.16,117824.13,117806.16,117824.13,600,63,0
2026.02.28 20:50:00,117788.16,117806.13,117788.16,117806.13,600,63,0
2026.02.28 20:40:00,117783.66,117797.22,117783.66,117788.13,600,63,0
2026.02.28 20:30:00,117795.83,117807.95,117777.81,117783.63,600,63,0
2026.02.28 20:20:00,117790.56,117795.80,117779.96,117795.80,600,63,0
2026.02.28 20:10:00,117772.56,117790.53,117772.56,117790.53,600,63,0
2026.02.28 20:00:00,117774.11,117780.95,117761.43,117772.53,600,63,0
2026.02.28 19:50:00,117756.11,117774.08,117756.11,117774.08,600,63,0
2026.02.28 19:40:00,117738.11,117756.08,117738.11,117756.08,600,63,0
2026.02.28 19:30:00,117771.35,117774.65,117726.11,117738.08,600,63,0
2026.02.28 19:20:00,117771.36,117781.44,117763.46,117771.32,600,63,0
2026.02.28 19:10:00,117785.66,117785.69,117764.22,117771.33,475,63,0
2026.02.28 19:00:00,117818.58,117820.08,117785.48,117785.63,600,63,0
2026.02.28 18:50:00,117833.60,117847.49,117814.50,117818.55,600,63,0
2026.02.28 18:40:00,117815.60,117833.57,117815.60,117833.57,600,63,0
2026.02.28 18:30:00,117823.10,117823.55,117798.08,117815.57,600,63,0
2026.02.28 18:20:00,117823.47,117840.06,117821.72,117823.07,600,63,0
2026.02.28 18:10:00,117830.43,117833.73,117808.80,117823.44,600,63,0
2026.02.28 18:00:00,117812.43,117830.40,117812.43,117830.40,600,63,0
2026.02.28 17:50:00,117794.43,117812.40,117794.43,117812.40,600,63,0
2026.02.28 17:40:00,117804.35,117814.43,117786.54,117794.40,600,63,0
2026.02.28 17:30:00,117813.59,117828.86,117801.65,117804.32,600,63,0
2026.02.28 17:20:00,117826.30,117839.53,117808.85,117813.56,600,63,0
2026.02.28 17:10:00,117808.30,117826.27,117808.30,117826.27,600,63,0
2026.02.28 17:00:00,117819.55,117830.62,117801.37,117808.27,601,63,0
2026.02.28 16:50:00,117801.55,117819.52,117801.55,117819.52,600,63,0
2026.02.28 16:40:00,117832.59,117838.20,117789.34,117801.52,600,63,0
2026.02.28 16:30:00,117814.59,117832.56,117814.59,117832.56,600,63,0
2026.02.28 16:20:00,117796.59,117814.56,117796.59,117814.56,600,63,0
2026.02.28 16:10:00,117797.57,117808.16,117789.21,117796.56,600,63,0
2026.02.28 16:00:00,117779.57,117797.54,117779.57,117797.54,600,63,0
2026.02.28 15:50:00,117761.57,117779.54,117761.57,117779.54,600,63,0
2026.02.28 15:40:00,117743.57,117761.54,117743.57,117761.54,600,63,0
2026.02.28 15:30:00,117770.74,117779.50,117734.36,117743.54,600,63,0
2026.02.28 15:20:00,117752.74,117770.71,117752.74,117770.71,600,63,0
2026.02.28 15:10:00,117755.93,117761.93,117740.77,117752.71,600,63,0
2026.02.28 15:00:00,117817.31,117818.18,117753.32,117755.90,600,63,0
2026.02.28 14:50:00,117799.31,117817.28,117799.31,117817.28,600,63,0
2026.02.28 14:40:00,117860.53,117861.04,117796.67,117799.28,600,63,0
2026.02.28 14:30:00,117869.27,117881.33,117854.62,117860.50,600,63,0
2026.02.28 14:20:00,117896.45,117901.52,117867.71,117869.24,600,63,0
2026.02.28 14:10:00,117928.78,117929.50,117885.41,117896.42,600,63,0
2026.02.28 14:00:00,117910.78,117928.75,117910.78,117928.75,600,63,0
2026.02.28 13:50:00,117945.71,117946.04,117894.91,117910.75,600,63,0
2026.02.28 13:40:00,117942.16,117949.18,117934.76,117945.68,600,63,0
2026.02.28 13:30:00,117965.28,117973.77,117934.42,117942.13,600,63,0
2026.02.28 13:20:00,117947.28,117965.25,117947.28,117965.25,600,63,0
2026.02.28 13:10:00,117929.28,117947.25,117929.28,117947.25,600,63,0
2026.02.28 13:00:00,117960.46,117973.27,117924.18,117929.25,600,63,0
2026.02.28 12:50:00,117942.46,117960.43,117942.46,117960.43,600,63,0
2026.02.28 12:40:00,117965.03,117966.59,117933.19,117942.43,600,63,0
2026.02.28 12:30:00,117970.13,117974.36,117951.29,117965.00,600,63,0
2026.02.28 12:20:00,117952.13,117970.10,117952.13,117970.10,600,63,0
2026.02.28 12:10:00,117992.20,117992.65,117944.72,117952.10,600,63,0
2026.02.28 12:00:00,117974.20,117992.17,117974.20,117992.17,600,63,0
2026.02.28 11:50:00,117956.20,117974.17,117956.20,117974.17,600,63,0
2026.02.28 11:40:00,117938.20,117956.17,117938.20,117956.17,600,63,0
2026.02.28 11:30:00,117947.53,117961.18,117933.88,117938.17,600,63,0
2026.02.28 11:20:00,117929.53,117947.50,117929.53,117947.50,600,63,0
2026.02.28 11:10:00,117924.57,117929.50,117914.41,117929.50,600,63,0
2026.02.28 11:00:00,117906.57,117924.54,117906.57,117924.54,600,63,0
2026.02.28 10:50:00,117888.57,117906.54,117888.57,117906.54,600,63,0
2026.02.28 10:40:00,117870.57,117888.54,117870.57,117888.54,600,63,0
2026.02.28 10:30:00,117907.45,117913.51,117861.39,117870.54,600,63,0
2026.02.28 10:20:00,117911.21,117913.67,117891.94,117907.42,600,63,0
2026.02.28 10:10:00,117893.21,117911.18,117893.21,117911.18,600,63,0
2026.02.28 10:00:00,117899.19,117913.56,117889.61,117893.18,600,63,0
2026.02.28 09:50:00,117881.19,117899.16,117881.19,117899.16,600,63,0
2026.02.28 09:40:00,117863.19,117881.16,117863.19,117881.16,600,63,0
2026.02.28 09:30:00,117894.49,117897.49,117859.59,117863.16,600,63,0
2026.02.28 09:20:00,117876.49,117894.46,117876.49,117894.46,600,63,0
2026.02.28 09:10:00,117858.49,117876.46,117858.49,117876.46,600,63,0
2026.02.28 09:00:00,117880.57,117886.96,117846.91,117858.46,600,63,0
2026.02.28 08:50:00,117881.56,117898.36,117879.40,117880.54,600,63,0
2026.02.28 08:40:00,117863.56,117881.53,117863.56,117881.53,600,63,0
2026.02.28 08:30:00,117845.56,117863.53,117845.56,117863.53,600,63,0
2026.02.28 08:20:00,117840.45,117846.00,117833.14,117845.53,600,63,0
2026.02.28 08:10:00,117863.70,117874.65,117833.88,117840.42,600,63,0
2026.02.28 08:00:00,117865.32,117882.48,117862.89,117863.67,600,63,0
2026.02.28 07:50:00,117915.34,117923.41,117859.02,117865.29,601,63,0
2026.02.28 07:40:00,117897.34,117915.31,117897.34,117915.31,600,63,0
2026.02.28 07:30:00,117902.78,117916.34,117892.93,117897.31,600,63,0
2026.02.28 07:20:00,117908.05,117914.65,117891.41,117902.75,600,63,0
2026.02.28 07:10:00,117956.77,117961.27,117901.75,117908.02,600,63,0
2026.02.28 07:00:00,117938.77,117956.74,117938.77,117956.74,600,63,0
2026.02.28 06:50:00,117920.77,117938.74,117920.77,117938.74,600,63,0
