Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2026.02.28 21:00:00,95353.18,95501.36,95315.63,95350.84,10775,78,0
2026.02.28 18:00:00,95539.05,95607.22,95324.37,95353.12,10676,78,0
2026.02.28 15:00:00,95586.79,95598.43,95403.67,95538.99,10801,78,0
2026.02.28 12:00:00,95455.11,95586.73,95338.89,95586.73,10800,78,0
2026.02.28 09:00:00,95444.86,95537.34,95420.82,95455.05,10800,78,0
2026.02.28 06:00:00,95651.00,95660.42,95375.13,95444.80,10801,78,0
2026.02.28 03:00:00,95809.11,95826.75,95641.82,95650.94,10800,78,0
2026.02.28 00:00:00,95742.95,95809.05,95622.61,95809.05,10800,78,0
2026.02.27 21:00:00,95739.01,95805.52,95600.15,95742.89,10801,78,0
2026.02.27 18:00:00,95700.22,95817.67,95700.22,95738.95,10800,78,0
2026.02.27 15:00:00,95667.14,95744.44,95573.37,95700.16,10800,78,0
2026.02.27 12:00:00,95507.64,95677.63,95476.46,95667.08,10800,78,0
2026.02.27 09:00:00,95579.51,95633.08,95476.70,95507.58,10800,78,0
2026.02.27 06:00:00,95533.88,95646.04,95520.71,95579.45,10800,78,0
2026.02.27 03:00:00,95424.06,95552.41,95414.96,95533.82,10800,78,0
2026.02.27 00:00:00,95329.69,95496.31,95297.28,95424.00,10800,78,0
2026.02.26 21:00:00,95293.38,95382.08,95279.33,95329.63,10800,78,0
2026.02.26 18:00:00,95450.83,95465.41,95252.80,95293.32,10800,78,0
2026.02.26 15:00:00,95536.01,95551.97,95350.74,95450.77,10800,78,0
2026.02.26 12:00:00,95379.00,95539.89,95352.19,95535.95,10800,78,0
2026.02.26 09:00:00,95428.16,95469.13,95310.13,95378.94,10794,78,0
2026.02.26 06:00:00,95436.66,95439.12,95304.18,95428.10,10801,78,0
2026.02.26 03:00:00,95369.27,95478.49,95350.23,95436.60,10800,78,0
2026.02.26 00:00:00,95361.08,95456.29,95330.30,95369.21,10800,78,0
2026.02.25 21:00:00,95304.88,95361.02,95212.82,95361.02,10801,78,0
2026.02.25 18:00:00,95349.49,95408.45,95238.56,95304.82,10800,78,0
2026.02.25 15:00:00,95331.01,95374.62,95240.77,95349.43,10800,78,0
2026.02.25 12:00:00,95400.91,95479.65,95236.76,95330.95,10801,78,0
2026.02.25 09:00:00,95217.42,95400.85,95176.00,95400.85,10800,78,0
2026.02.25 06:00:00,95219.35,95291.02,95169.61,95217.36,10800,78,0
2026.02.25 03:00:00,95456.52,95533.81,95215.69,95219.29,10801,78,0
2026.02.25 00:00:00,95526.52,95555.33,95397.76,95456.46,10800,78,0
2026.02.24 21:00:00,95632.40,95640.14,95489.05,95526.46,10800,78,0
2026.02.24 18:00:00,95656.76,95695.24,95525.84,95632.34,10801,78,0
2026.02.24 15:00:00,95616.89,95659.42,95517.88,95656.70,10800,78,0
