Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2026.02.28 00:00:00,95742.95,95826.75,95315.63,95350.84,86253,78,0
2026.02.27 00:00:00,95329.69,95817.67,95297.28,95742.89,86401,78,0
2026.02.26 00:00:00,95361.08,95551.97,95252.80,95329.63,86395,78,0
2026.02.25 00:00:00,95526.52,95555.33,95169.61,95361.02,86403,78,0
2026.02.24 00:00:00,95393.51,95911.24,95393.51,95526.46,86402,78,0
2026.02.23 00:00:00,94795.48,95393.45,94704.85,95393.45,86299,78,0
2026.02.22 00:00:00,94677.35,94908.36,94430.38,94795.42,85406,78,0
2026.02.21 00:00:00,94377.67,94800.39,94292.06,94677.29,85670,78,0
2026.02.20 00:00:00,94529.68,94621.24,94162.43,94377.61,86400,78,0
2026.02.19 00:00:00,94206.00,94563.14,93905.78,94529.62,86403,78,0
2026.02.18 00:00:00,93981.31,94258.65,93652.76,94205.94,86403,78,0
2026.02.17 00:00:00,93611.34,94183.90,93590.22,93981.25,86402,78,0
2026.02.16 00:00:00,94179.44,94336.33,93591.49,93611.28,86402,78,0
2026.02.15 00:00:00,93784.11,94236.70,93645.67,94179.38,85669,78,0
2026.02.14 00:00:00,93203.39,93819.70,93129.42,93784.05,86386,78,0
2026.02.13 00:00:00,93335.61,93466.67,93161.34,93203.33,86400,78,0
2026.02.12 00:00:00,93207.93,93595.99,93168.42,93335.55,86400,78,0
2026.02.11 00:00:00,93084.49,93472.18,92859.66,93207.87,86401,78,0
2026.02.10 00:00:00,93371.40,93377.58,92977.64,93084.43,86400,78,0
2026.02.09 00:00:00,92737.29,93445.13,92654.47,93371.34,86398,78,0
2026.02.08 00:00:00,92673.25,93128.02,92623.11,92737.23,85724,78,0
2026.02.07 00:00:00,92453.13,92834.63,92311.96,92673.19,86184,78,0
2026.02.06 00:00:00,93117.18,93180.59,92415.29,92453.07,86400,78,0
2026.02.05 00:00:00,92644.97,93201.24,92454.53,93117.12,86400,78,0
2026.02.04 00:00:00,92495.33,92977.36,92397.93,92644.91,86401,78,0
2026.02.03 00:00:00,92802.71,92953.02,92406.05,92495.27,86400,78,0
2026.02.02 00:00:00,92980.89,93154.38,92561.80,92802.65,86400,78,0
2026.02.01 00:00:00,92737.59,93254.83,92712.45,92980.83,86272,78,0
