Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2026.03.07 00:00:00,93466.66,93471.70,93466.66,93471.70,253,45,0
2026.03.06 23:00:00,93444.51,93491.17,93444.51,93466.64,3600,45,0
2026.03.06 22:00:00,93372.49,93444.49,93372.49,93444.49,3601,45,0
2026.03.06 21:00:00,93321.66,93372.47,93313.31,93372.47,3600,45,0
2026.03.06 20:00:00,93267.24,93321.64,93267.24,93321.64,3600,45,0
2026.03.06 19:00:00,93231.63,93267.22,93231.63,93267.22,3600,45,0
2026.03.06 18:00:00,93200.02,93247.30,93200.02,93231.61,3600,45,0
2026.03.06 17:00:00,93207.94,93211.84,93162.60,93200.00,3600,45,0
2026.03.06 16:00:00,93217.88,93237.91,93192.08,93207.92,3600,45,0
2026.03.06 15:00:00,93226.04,93268.02,93208.11,93217.86,3600,45,0
2026.03.06 14:00:00,93305.18,93308.42,93201.21,93226.02,3600,45,0
2026.03.06 13:00:00,93263.05,93317.85,93263.05,93305.16,3601,45,0
2026.03.06 12:00:00,93304.98,93313.50,93246.42,93263.03,3600,45,0
2026.03.06 11:00:00,93282.03,93304.96,93250.74,93304.96,3600,45,0
2026.03.06 10:00:00,93313.42,93353.36,93267.53,93282.01,3600,45,0
2026.03.06 09:00:00,93296.28,93313.40,93267.89,93313.40,3600,45,0
2026.03.06 08:00:00,93332.28,93339.26,93283.90,93296.26,3600,45,0
2026.03.06 07:00:00,93332.05,93367.61,93313.21,93332.26,3600,45,0
2026.03.06 06:00:00,93328.20,93366.96,93308.95,93332.03,3600,45,0
2026.03.06 05:00:00,93368.96,93377.67,93324.38,93328.18,3600,45,0
2026.03.06 04:00:00,93362.04,93388.26,93338.52,93368.94,3601,45,0
2026.03.06 03:00:00,93409.93,93410.79,93335.22,93362.02,3600,45,0
2026.03.06 02:00:00,93419.04,93445.18,93370.89,93409.91,3600,45,0
2026.03.06 01:00:00,93397.48,93433.43,93374.15,93419.02,3600,45,0
2026.03.06 00:00:00,93385.17,93397.46,93354.38,93397.46,3600,45,0
2026.03.05 23:00:00,93442.29,93445.45,93379.11,93385.15,3600,45,0
2026.03.05 22:00:00,93370.29,93442.27,93370.29,93442.27,3600,45,0
2026.03.05 21:00:00,93298.29,93370.27,93298.29,93370.27,3600,45,0
2026.03.05 20:00:00,93339.11,93354.07,93273.37,93298.27,3600,45,0
2026.03.05 19:00:00,93311.14,93380.76,93311.14,93339.09,3601,45,0
2026.03.05 18:00:00,93280.63,93311.12,93271.94,93311.12,3600,45,0
2026.03.05 17:00:00,93243.50,93280.61,93231.56,93280.61,3600,45,0
2026.03.05 16:00:00,93218.68,93264.62,93218.68,93243.48,3600,45,0
2026.03.05 15:00:00,93177.65,93218.66,93177.65,93218.66,3600,45,0
2026.03.05 14:00:00,93146.50,93186.18,93146.50,93177.63,3600,45,0
2026.03.05 13:00:00,93197.19,93203.43,93144.12,93146.48,3600,45,0
2026.03.05 12:00:00,93210.42,93255.89,93193.49,93197.17,3600,45,0
2026.03.05 11:00:00,93154.82,93210.40,93154.82,93210.40,3600,45,0
2026.03.05 10:00:00,93161.02,93210.56,93154.22,93154.80,3600,45,0
2026.03.05 09:00:00,93214.56,93233.72,93160.82,93161.00,3601,45,0
2026.03.05 08:00:00,93301.83,93307.77,93196.11,93214.54,3600,45,0
2026.03.05 07:00:00,93290.79,93341.61,93290.09,93301.81,3600,45,0
2026.03.05 06:00:00,93234.14,93290.77,93226.03,93290.77,3600,45,0
2026.03.05 05:00:00,93194.06,93237.47,93176.83,93234.12,3600,45,0
2026.03.05 04:00:00,93271.21,93280.03,93193.42,93194.04,3600,45,0
2026.03.05 03:00:00,93298.53,93317.27,93239.81,93271.19,3600,45,0
2026.03.05 02:00:00,93320.08,93340.32,93291.15,93298.51,3600,45,0
2026.03.05 01:00:00,93270.08,93320.06,93270.08,93320.06,3600,45,0
