Time,Open,High,Low,Close,TickVolume,Spread,RealVolume
2025.12.31 23:40:00,96005.72,96021.44,95987.19,95988.83,1200,45,0
2025.12.31 23:20:00,95981.72,96005.70,95981.72,96005.70,1200,45,0
2025.12.31 23:00:00,95989.19,96008.93,95977.48,95981.70,1200,45,0
2025.12.31 22:40:00,95997.71,96010.77,95978.27,95989.17,1200,45,0
2025.12.31 22:20:00,96006.82,96029.86,95996.77,95997.69,1200,45,0
2025.12.31 22:00:00,95982.82,96006.80,95982.82,96006.80,1200,45,0
2025.12.31 21:40:00,95958.82,95982.80,95958.82,95982.80,1200,45,0
2025.12.31 21:20:00,96001.28,96005.14,95953.32,95958.80,1200,45,0
2025.12.31 21:00:00,96031.43,96049.77,95998.24,96001.26,1200,45,0
2025.12.31 20:40:00,96102.72,96103.62,96029.51,96031.41,1200,45,0
2025.12.31 20:20:00,96126.03,96143.79,96096.50,96102.70,1200,45,0
2025.12.31 20:00:00,96138.69,96150.47,96113.83,96126.01,1200,45,0
2025.12.31 19:40:00,96128.98,96143.84,96128.98,96138.67,1200,45,0
2025.12.31 19:20:00,96104.98,96128.96,96104.98,96128.96,1200,45,0
2025.12.31 19:00:00,96107.05,96121.47,96095.42,96104.96,1200,45,0
2025.12.31 18:40:00,96185.46,96193.64,96098.99,96107.03,1200,45,0
2025.12.31 18:20:00,96234.97,96235.11,96168.22,96185.44,1200,45,0
2025.12.31 18:00:00,96227.55,96236.35,96219.79,96234.95,1200,45,0
2025.12.31 17:40:00,96203.55,96227.53,96203.55,96227.53,1200,45,0
2025.12.31 17:20:00,96274.07,96276.69,96197.07,96203.53,1200,45,0
2025.12.31 17:00:00,96250.07,96274.05,96250.07,96274.05,1200,45,0
2025.12.31 16:40:00,96302.56,96311.56,96246.41,96250.05,1200,45,0
2025.12.31 16:20:00,96298.63,96302.54,96281.44,96302.54,1200,45,0
2025.12.31 16:00:00,96303.12,96318.38,96289.91,96298.61,1200,45,0
2025.12.31 15:40:00,96293.44,96308.60,96293.44,96303.10,1200,45,0
2025.12.31 15:20:00,96269.44,96293.42,96269.44,96293.42,1200,45,0
2025.12.31 15:00:00,96307.04,96311.18,96261.90,96269.42,1200,45,0
2025.12.31 14:40:00,96332.67,96340.53,96302.30,96307.02,1200,45,0
2025.12.31 14:20:00,96308.67,96332.65,96308.67,96332.65,1200,45,0
2025.12.31 14:00:00,96284.67,96308.65,96284.67,96308.65,1200,45,0
2025.12.31 13:40:00,96326.51,96329.45,96273.67,96284.65,1200,45,0
2025.12.31 13:20:00,96318.73,96327.61,96311.41,96326.49,1200,45,0
2025.12.31 13:00:00,96333.69,96336.51,96303.53,96318.71,1200,45,0
2025.12.31 12:40:00,96309.69,96333.67,96309.69,96333.67,1200,45,0
2025.12.31 12:20:00,96320.42,96333.72,96305.49,96309.67,1200,45,0
2025.12.31 12:00:00,96327.52,96348.08,96317.48,96320.40,1200,45,0
2025.12.31 11:40:00,96387.82,96397.98,96326.14,96327.50,1200,45,0
2025.12.31 11:20:00,96382.50,96401.02,96382.36,96387.80,1200,45,0
2025.12.31 11:00:00,96394.85,96414.47,96379.02,96382.48,1200,45,0
2025.12.31 10:40:00,96421.01,96425.65,96389.09,96394.83,1200,45,0
2025.12.31 10:20:00,96419.47,96426.79,96404.35,96420.99,1200,45,0
2025.12.31 10:00:00,96421.77,96442.63,96416.35,96419.45,1200,45,0
2025.12.31 09:40:00,96418.21,96439.39,96418.21,96421.75,1200,45,0
2025.12.31 09:20:00,96394.21,96418.19,96394.21,96418.19,1200,45,0
2025.12.31 09:00:00,96411.71,96426.55,96393.39,96394.19,1200,45,0
2025.12.31 08:40:00,96407.66,96418.74,96398.81,96411.69,1200,45,0
2025.12.31 08:20:00,96411.72,96422.26,96398.14,96407.64,1200,45,0
2025.12.31 08:00:00,96436.11,96448.69,96404.20,96411.70,1200,45,0
2025.12.31 07:40:00,96472.54,96475.26,96431.41,96436.09,1200,45,0
2025.12.31 07:20:00,96511.96,96526.82,96471.18,96472.52,1200,45,0
2025.12.31 07:00:00,96569.89,96571.73,96511.46,96511.94,1200,45,0
2025.12.31 06:40:00,96545.89,96569.87,96545.89,96569.87,1200,45,0
2025.12.31 06:20:00,96597.97,96602.13,96539.71,96545.87,1200,45,0
2025.12.31 06:00:00,96573.97,96597.95,96573.97,96597.95,1200,45,0
2025.12.31 05:40:00,96549.97,96573.95,96549.97,96573.95,1200,45,0
2025.12.31 05:20:00,96568.13,96586.21,96547.37,96549.95,1200,45,0
2025.12.31 05:00:00,96544.13,96568.11,96544.13,96568.11,1200,45,0
2025.12.31 04:40:00,96584.49,96589.07,96533.27,96544.11,1200,45,0
2025.12.31 04:20:00,96560.49,96584.47,96560.49,96584.47,1200,45,0
2025.12.31 04:00:00,96548.64,96560.47,96548.15,96560.47,1200,45,0
2025.12.31 03:40:00,96543.40,96562.50,96543.40,96548.62,1200,45,0
2025.12.31 03:20:00,96541.54,96558.88,96536.76,96543.38,1200,45,0
2025.12.31 03:00:00,96563.39,96569.29,96530.66,96541.52,1200,45,0
2025.12.31 02:40:00,96566.78,96568.88,96541.51,96563.37,1200,45,0
2025.12.31 02:20:00,96542.78,96566.76,96542.78,96566.76,1200,45,0
2025.12.31 02:00:00,96547.18,96556.14,96527.76,96542.76,1200,45,0
2025.12.31 01:40:00,96523.18,96547.16,96523.18,96547.16,1200,45,0
2025.12.31 01:20:00,96541.85,96549.83,96508.34,96523.16,1200,45,0
2025.12.31 01:00:00,96531.96,96551.02,96531.96,96541.83,1200,45,0
2025.12.31 00:40:00,96541.10,96554.42,96521.30,96531.94,1200,45,0
2025.12.31 00:20:00,96529.60,96541.08,96521.06,96541.08,1200,45,0
2025.12.31 00:00:00,96519.84,96529.58,96508.26,96529.58,1200,45,0
2025.12.30 23:40:00,96495.84,96519.82,96495.84,96519.82,1200,45,0
2025.12.30 23:20:00,96471.84,96495.82,96471.84,96495.82,1200,45,0
2025.12.30 23:00:00,96470.56,96481.18,96458.48,96471.82,1200,45,0
2025.12.30 22:40:00,96462.95,96477.29,96460.92,96470.54,1200,45,0
2025.12.30 22:20:00,96482.63,96499.13,96462.45,96462.93,1200,45,0
2025.12.30 22:00:00,96497.93,96505.05,96478.05,96482.61,1200,45,0
2025.12.30 21:40:00,96498.60,96517.80,96493.15,96497.91,1200,45,0
2025.12.30 21:20:00,96474.60,96498.58,96474.60,96498.58,1200,45,0
2025.12.30 21:00:00,96478.74,96501.92,96473.80,96474.58,1200,45,0
2025.12.30 20:40:00,96490.69,96496.51,96460.58,96478.72,1200,45,0
2025.12.30 20:20:00,96466.69,96490.67,96466.69,96490.67,1200,45,0
2025.12.30 20:00:00,96442.69,96466.67,96442.69,96466.67,1200,45,0
2025.12.30 19:40:00,96439.88,96453.90,96432.73,96442.67,1200,45,0
